X1,X2,geodist
COM01_C1_02,LGH03_C4_18,9917.405935
COM01_C1_02,LGH03_C4_30,9917.405935
COM01_C1_02,LGH03_C4_34,9917.405935
COM01_C1_02,LGH03_C4_40,9917.405935
COM01_C1_02,LGH03_C4_ew,9917.405935
COM01_C1_02,PA01_C1_01,110.4308501
COM01_C1_02,PA01_C1_05,110.4308501
COM01_C1_02,PA01_C1_09,110.4308501
COM01_C1_02,PA01_C1_12,110.4308501
COM01_C1_02,PA01_C1_13,110.4308501
COM01_C1_02,PA01_C1_15,110.4308501
COM01_C1_02,PA01_C1_16,110.4308501
COM01_C1_02,PA01_C1_18,110.4308501
COM01_C1_02,PA02_C1_01,110.4308501
COM01_C1_02,PA02_C1_04,110.4308501
COM01_C1_02,PA02_C1_07,110.4308501
COM01_C1_02,PA02_C1_11,110.4308501
COM01_C1_02,PA02_C1_14,110.4308501
COM01_C1_02,PA02_C1_16,110.4308501
COM01_C1_02,PA02_C1_ew,110.4308501
COM01_C1_02,QK01_C1_01,2787.380578
COM01_C1_02,QK01_C1_04,2787.380578
COM01_C1_02,QK01_C1_08,2787.380578
COM01_C1_02,QK01_C1_12,2787.380578
COM01_C1_02,QK01_C1_13,2787.380578
COM01_C1_02,QK01_C1_14,2787.380578
COM01_C1_02,QK01_C1_ew,2787.380578
COM01_C1_02,SH01_C2_04,7858.366256
COM01_C1_02,SH01_C2_07,7858.366256
COM01_C1_02,SH01_C2_12,7858.366256
COM01_C1_02,SH01_C2_17,7858.366256
COM01_C1_02,SH01_C2_19,7858.366256
COM01_C1_02,SH01_ew01,7858.366256
COM01_C1_02,SI02_C1_02,7858.419459
COM01_C1_02,SI02_C1_05,7858.419459
COM01_C1_02,SI02_C1_08,7858.419459
COM01_C1_02,SI02_C1_12,7858.419459
COM01_C1_02,SI02_C1_19,7858.419459
COM01_C1_02,SI02_C1_23,7858.419459
COM01_C1_02,SI02_C1_ew01,7858.419459
COM01_C1_02,SM22_C1_01,5829.494408
COM01_C1_02,SM22_C1_06,5829.494408
COM01_C1_02,SM22_C1_09,5829.494408
COM01_C1_02,SM22_C1_14,5829.494408
COM01_C1_02,SM22_C1_16,5829.494408
COM01_C1_02,SM22_C1_ew,5829.494408
COM01_C1_02,SYNH02_C11_01,9868.104829
COM01_C1_02,SYNH02_C11_02,9868.104829
COM01_C1_02,SYNH02_C11_03,9868.104829
COM01_C1_02,SYNH02_C11_04,9868.104829
COM01_C1_02,SYNH02_C11_05,9868.104829
COM01_C1_02,SYNH02_C11_06,9868.104829
COM01_C1_02,SYNH02_C11_07,9868.104829
COM01_C1_02,SYNH02_C11_08,9868.104829
COM01_C1_02,SYNH02_C11_09,9868.104829
COM01_C1_02,SYNH02_C11_10,9868.104829
COM01_C1_02,SYNH02_C16_01,9868.104829
COM01_C1_02,SYNH02_C4_01,9868.104829
COM01_C1_02,SYNH02_C4_03,9868.104829
COM01_C1_02,SYNH02_C4_05,9868.104829
COM01_C1_02,SYNH02_C4_06,9868.104829
COM01_C1_02,SYNH02_C4_07,9868.104829
COM01_C1_02,SYNH02_C4_08,9868.104829
COM01_C1_02,SYNH02_C4_09,9868.104829
COM01_C1_02,SYNH02_C4_10,9868.104829
COM01_C1_02,SYNH02_C4_14,9868.104829
COM01_C1_02,SYNH02_C4_18,9868.104829
COM01_C1_02,SYNH02_C4_22,9868.104829
COM01_C1_02,SYNH02_ew,9868.104829
COM01_C1_02,TA01_C1_01,4545.717429
COM01_C1_02,TA01_C1_04,4545.717429
COM01_C1_02,TA01_C1_11,4545.717429
COM01_C1_02,TA01_C1_15,4545.717429
COM01_C1_02,TA01_C1_ew,4545.717429
COM01_C1_02,TA03_C1_ew,4545.717429
COM01_C1_04,COM01_C1_05,2.50E-05
COM01_C1_04,COM01_C1_08,1.00E-04
COM01_C1_04,COM01_C1_11,1.75E-04
COM01_C1_04,COM01_C1_14,2.50E-04
COM01_C1_04,COM01_C1_15,2.73E-04
COM01_C1_04,COM01_C1_17,3.20E-04
COM01_C1_04,COM01_C1_18,3.48E-04
COM01_C1_04,COM01_ew1,0.0003625
COM01_C1_04,DSZ01_C1_01,5859.831483
COM01_C1_04,DSZ01_C1_02,5859.831483
COM01_C1_04,DSZ01_C1_03,5859.831483
COM01_C1_04,DSZ01_C1_06,5859.831483
COM01_C1_04,DSZ01_C1_08,5859.831483
COM01_C1_04,DSZ01_C1_10,5859.831483
COM01_C1_04,DSZ01_ew,5859.831483
COM01_C1_04,GG01_C1_0,3584.704964
COM01_C1_04,GG01_C1_02,3584.704964
COM01_C1_04,GG01_C1_06,3584.704964
COM01_C1_04,GG01_C1_13,3584.704964
COM01_C1_04,GG01_C1_19,3584.704964
COM01_C1_04,GJ01_C1_01,2785.104793
COM01_C1_04,GJ01_C1_05,2785.104793
COM01_C1_04,GJ01_C1_11,2785.104793
COM01_C1_04,GJ01_C1_15,2785.104793
COM01_C1_04,GJ01_C1_17,2785.104793
COM01_C1_04,GJ01_C1_18,2785.104793
COM01_C1_04,GJ01_C1_ew01,2785.104793
COM01_C1_04,LGH03_C4_01,9917.405935
COM01_C1_04,LGH03_C4_02,9917.405935
COM01_C1_04,LGH03_C4_03,9917.405935
COM01_C1_04,LGH03_C4_04,9917.405935
COM01_C1_04,LGH03_C4_06,9917.405935
COM01_C1_04,LGH03_C4_10,9917.405935
COM01_C1_04,LGH03_C4_14,9917.405935
COM01_C1_04,LGH03_C4_18,9917.405935
COM01_C1_04,LGH03_C4_30,9917.405935
COM01_C1_04,LGH03_C4_34,9917.405935
COM01_C1_04,LGH03_C4_40,9917.405935
COM01_C1_04,LGH03_C4_ew,9917.405935
COM01_C1_04,PA01_C1_01,110.4308501
COM01_C1_04,PA01_C1_05,110.4308501
COM01_C1_04,PA01_C1_09,110.4308501
COM01_C1_04,PA01_C1_12,110.4308501
COM01_C1_04,PA01_C1_13,110.4308501
COM01_C1_04,PA01_C1_15,110.4308501
COM01_C1_04,PA01_C1_16,110.4308501
COM01_C1_04,PA01_C1_18,110.4308501
COM01_C1_04,PA02_C1_01,110.4308501
COM01_C1_04,PA02_C1_04,110.4308501
COM01_C1_04,PA02_C1_07,110.4308501
COM01_C1_04,PA02_C1_11,110.4308501
COM01_C1_04,PA02_C1_14,110.4308501
COM01_C1_04,PA02_C1_16,110.4308501
COM01_C1_04,PA02_C1_ew,110.4308501
COM01_C1_04,QK01_C1_01,2787.380578
COM01_C1_04,QK01_C1_04,2787.380578
COM01_C1_04,QK01_C1_08,2787.380578
COM01_C1_04,QK01_C1_12,2787.380578
COM01_C1_04,QK01_C1_13,2787.380578
COM01_C1_04,QK01_C1_14,2787.380578
COM01_C1_04,QK01_C1_ew,2787.380578
COM01_C1_04,SH01_C2_04,7858.366256
COM01_C1_04,SH01_C2_07,7858.366256
COM01_C1_04,SH01_C2_12,7858.366256
COM01_C1_04,SH01_C2_17,7858.366256
COM01_C1_04,SH01_C2_19,7858.366256
COM01_C1_04,SH01_ew01,7858.366256
COM01_C1_04,SI02_C1_02,7858.419459
COM01_C1_04,SI02_C1_05,7858.419459
COM01_C1_04,SI02_C1_08,7858.419459
COM01_C1_04,SI02_C1_12,7858.419459
COM01_C1_04,SI02_C1_19,7858.419459
COM01_C1_04,SI02_C1_23,7858.419459
COM01_C1_04,SI02_C1_ew01,7858.419459
COM01_C1_04,SM22_C1_01,5829.494408
COM01_C1_04,SM22_C1_06,5829.494408
COM01_C1_04,SM22_C1_09,5829.494408
COM01_C1_04,SM22_C1_14,5829.494408
COM01_C1_04,SM22_C1_16,5829.494408
COM01_C1_04,SM22_C1_ew,5829.494408
COM01_C1_04,SYNH02_C11_01,9868.104829
COM01_C1_04,SYNH02_C11_02,9868.104829
COM01_C1_04,SYNH02_C11_03,9868.104829
COM01_C1_04,SYNH02_C11_04,9868.104829
COM01_C1_04,SYNH02_C11_05,9868.104829
COM01_C1_04,SYNH02_C11_06,9868.104829
COM01_C1_04,SYNH02_C11_07,9868.104829
COM01_C1_04,SYNH02_C11_08,9868.104829
COM01_C1_04,SYNH02_C11_09,9868.104829
COM01_C1_04,SYNH02_C11_10,9868.104829
COM01_C1_04,SYNH02_C16_01,9868.104829
COM01_C1_04,SYNH02_C4_01,9868.104829
COM01_C1_04,SYNH02_C4_03,9868.104829
COM01_C1_04,SYNH02_C4_05,9868.104829
COM01_C1_04,SYNH02_C4_06,9868.104829
COM01_C1_04,SYNH02_C4_07,9868.104829
COM01_C1_04,SYNH02_C4_08,9868.104829
COM01_C1_04,SYNH02_C4_09,9868.104829
COM01_C1_04,SYNH02_C4_10,9868.104829
COM01_C1_04,SYNH02_C4_14,9868.104829
COM01_C1_04,SYNH02_C4_18,9868.104829
COM01_C1_04,SYNH02_C4_22,9868.104829
COM01_C1_04,SYNH02_ew,9868.104829
COM01_C1_04,TA01_C1_01,4545.717429
COM01_C1_04,TA01_C1_04,4545.717429
COM01_C1_04,TA01_C1_11,4545.717429
COM01_C1_04,TA01_C1_15,4545.717429
COM01_C1_04,TA01_C1_ew,4545.717429
COM01_C1_04,TA03_C1_ew,4545.717429
COM01_C1_05,COM01_C1_08,7.50E-05
COM01_C1_05,COM01_C1_11,1.50E-04
COM01_C1_05,COM01_C1_14,2.25E-04
COM01_C1_05,COM01_C1_15,2.48E-04
COM01_C1_05,COM01_C1_17,2.95E-04
COM01_C1_05,COM01_C1_18,3.23E-04
COM01_C1_05,COM01_ew1,0.0003375
COM01_C1_05,DSZ01_C1_01,5859.831483
COM01_C1_05,DSZ01_C1_02,5859.831483
COM01_C1_05,DSZ01_C1_03,5859.831483
COM01_C1_05,DSZ01_C1_06,5859.831483
COM01_C1_05,DSZ01_C1_08,5859.831483
COM01_C1_05,DSZ01_C1_10,5859.831483
COM01_C1_05,DSZ01_ew,5859.831483
COM01_C1_05,GG01_C1_0,3584.704964
COM01_C1_05,GG01_C1_02,3584.704964
COM01_C1_05,GG01_C1_06,3584.704964
COM01_C1_05,GG01_C1_13,3584.704964
COM01_C1_05,GG01_C1_19,3584.704964
COM01_C1_05,GJ01_C1_01,2785.104793
COM01_C1_05,GJ01_C1_05,2785.104793
COM01_C1_05,GJ01_C1_11,2785.104793
COM01_C1_05,GJ01_C1_15,2785.104793
COM01_C1_05,GJ01_C1_17,2785.104793
COM01_C1_05,GJ01_C1_18,2785.104793
COM01_C1_05,GJ01_C1_ew01,2785.104793
COM01_C1_05,LGH03_C4_01,9917.405935
COM01_C1_05,LGH03_C4_02,9917.405935
COM01_C1_05,LGH03_C4_03,9917.405935
COM01_C1_05,LGH03_C4_04,9917.405935
COM01_C1_05,LGH03_C4_06,9917.405935
COM01_C1_05,LGH03_C4_10,9917.405935
COM01_C1_05,LGH03_C4_14,9917.405935
COM01_C1_05,LGH03_C4_18,9917.405935
COM01_C1_05,LGH03_C4_30,9917.405935
COM01_C1_05,LGH03_C4_34,9917.405935
COM01_C1_05,LGH03_C4_40,9917.405935
COM01_C1_05,LGH03_C4_ew,9917.405935
COM01_C1_05,PA01_C1_01,110.4308501
COM01_C1_05,PA01_C1_05,110.4308501
COM01_C1_05,PA01_C1_09,110.4308501
COM01_C1_05,PA01_C1_12,110.4308501
COM01_C1_05,PA01_C1_13,110.4308501
COM01_C1_05,PA01_C1_15,110.4308501
COM01_C1_05,PA01_C1_16,110.4308501
COM01_C1_05,PA01_C1_18,110.4308501
COM01_C1_05,PA02_C1_01,110.4308501
COM01_C1_05,PA02_C1_04,110.4308501
COM01_C1_05,PA02_C1_07,110.4308501
COM01_C1_05,PA02_C1_11,110.4308501
COM01_C1_05,PA02_C1_14,110.4308501
COM01_C1_05,PA02_C1_16,110.4308501
COM01_C1_05,PA02_C1_ew,110.4308501
COM01_C1_05,QK01_C1_01,2787.380578
COM01_C1_05,QK01_C1_04,2787.380578
COM01_C1_05,QK01_C1_08,2787.380578
COM01_C1_05,QK01_C1_12,2787.380578
COM01_C1_05,QK01_C1_13,2787.380578
COM01_C1_05,QK01_C1_14,2787.380578
COM01_C1_05,QK01_C1_ew,2787.380578
COM01_C1_05,SH01_C2_04,7858.366256
COM01_C1_05,SH01_C2_07,7858.366256
COM01_C1_05,SH01_C2_12,7858.366256
COM01_C1_05,SH01_C2_17,7858.366256
COM01_C1_05,SH01_C2_19,7858.366256
COM01_C1_05,SH01_ew01,7858.366256
COM01_C1_05,SI02_C1_02,7858.419459
COM01_C1_05,SI02_C1_05,7858.419459
COM01_C1_05,SI02_C1_08,7858.419459
COM01_C1_05,SI02_C1_12,7858.419459
COM01_C1_05,SI02_C1_19,7858.419459
COM01_C1_05,SI02_C1_23,7858.419459
COM01_C1_05,SI02_C1_ew01,7858.419459
COM01_C1_05,SM22_C1_01,5829.494408
COM01_C1_05,SM22_C1_06,5829.494408
COM01_C1_05,SM22_C1_09,5829.494408
COM01_C1_05,SM22_C1_14,5829.494408
COM01_C1_05,SM22_C1_16,5829.494408
COM01_C1_05,SM22_C1_ew,5829.494408
COM01_C1_05,SYNH02_C11_01,9868.104829
COM01_C1_05,SYNH02_C11_02,9868.104829
COM01_C1_05,SYNH02_C11_03,9868.104829
COM01_C1_05,SYNH02_C11_04,9868.104829
COM01_C1_05,SYNH02_C11_05,9868.104829
COM01_C1_05,SYNH02_C11_06,9868.104829
COM01_C1_05,SYNH02_C11_07,9868.104829
COM01_C1_05,SYNH02_C11_08,9868.104829
COM01_C1_05,SYNH02_C11_09,9868.104829
COM01_C1_05,SYNH02_C11_10,9868.104829
COM01_C1_05,SYNH02_C16_01,9868.104829
COM01_C1_05,SYNH02_C4_01,9868.104829
COM01_C1_05,SYNH02_C4_03,9868.104829
COM01_C1_05,SYNH02_C4_05,9868.104829
COM01_C1_05,SYNH02_C4_06,9868.104829
COM01_C1_05,SYNH02_C4_07,9868.104829
COM01_C1_05,SYNH02_C4_08,9868.104829
COM01_C1_05,SYNH02_C4_09,9868.104829
COM01_C1_05,SYNH02_C4_10,9868.104829
COM01_C1_05,SYNH02_C4_14,9868.104829
COM01_C1_05,SYNH02_C4_18,9868.104829
COM01_C1_05,SYNH02_C4_22,9868.104829
COM01_C1_05,SYNH02_ew,9868.104829
COM01_C1_05,TA01_C1_01,4545.717429
COM01_C1_05,TA01_C1_04,4545.717429
COM01_C1_05,TA01_C1_11,4545.717429
COM01_C1_05,TA01_C1_15,4545.717429
COM01_C1_05,TA01_C1_ew,4545.717429
COM01_C1_05,TA03_C1_ew,4545.717429
COM01_C1_08,COM01_C1_11,7.50E-05
COM01_C1_08,COM01_C1_14,1.50E-04
COM01_C1_08,COM01_C1_15,1.73E-04
COM01_C1_08,COM01_C1_17,2.20E-04
COM01_C1_08,COM01_C1_18,2.48E-04
COM01_C1_08,COM01_ew1,0.0002625
COM01_C1_08,DSZ01_C1_01,5859.831483
COM01_C1_08,DSZ01_C1_02,5859.831483
COM01_C1_08,DSZ01_C1_03,5859.831483
COM01_C1_08,DSZ01_C1_06,5859.831483
COM01_C1_08,DSZ01_C1_08,5859.831483
COM01_C1_08,DSZ01_C1_10,5859.831483
COM01_C1_08,DSZ01_ew,5859.831483
COM01_C1_08,GG01_C1_0,3584.704964
COM01_C1_08,GG01_C1_02,3584.704964
COM01_C1_08,GG01_C1_06,3584.704964
COM01_C1_08,GG01_C1_13,3584.704964
COM01_C1_08,GG01_C1_19,3584.704964
COM01_C1_08,GJ01_C1_01,2785.104793
COM01_C1_08,GJ01_C1_05,2785.104793
COM01_C1_08,GJ01_C1_11,2785.104793
COM01_C1_08,GJ01_C1_15,2785.104793
COM01_C1_08,GJ01_C1_17,2785.104793
COM01_C1_08,GJ01_C1_18,2785.104793
COM01_C1_08,GJ01_C1_ew01,2785.104793
COM01_C1_08,LGH03_C4_01,9917.405935
COM01_C1_08,LGH03_C4_02,9917.405935
COM01_C1_08,LGH03_C4_03,9917.405935
COM01_C1_08,LGH03_C4_04,9917.405935
COM01_C1_08,LGH03_C4_06,9917.405935
COM01_C1_08,LGH03_C4_10,9917.405935
COM01_C1_08,LGH03_C4_14,9917.405935
COM01_C1_08,LGH03_C4_18,9917.405935
COM01_C1_08,LGH03_C4_30,9917.405935
COM01_C1_08,LGH03_C4_34,9917.405935
COM01_C1_08,LGH03_C4_40,9917.405935
COM01_C1_08,LGH03_C4_ew,9917.405935
COM01_C1_08,PA01_C1_01,110.4308501
COM01_C1_08,PA01_C1_05,110.4308501
COM01_C1_08,PA01_C1_09,110.4308501
COM01_C1_08,PA01_C1_12,110.4308501
COM01_C1_08,PA01_C1_13,110.4308501
COM01_C1_08,PA01_C1_15,110.4308501
COM01_C1_08,PA01_C1_16,110.4308501
COM01_C1_08,PA01_C1_18,110.4308501
COM01_C1_08,PA02_C1_01,110.4308501
COM01_C1_08,PA02_C1_04,110.4308501
COM01_C1_08,PA02_C1_07,110.4308501
COM01_C1_08,PA02_C1_11,110.4308501
COM01_C1_08,PA02_C1_14,110.4308501
COM01_C1_08,PA02_C1_16,110.4308501
COM01_C1_08,PA02_C1_ew,110.4308501
COM01_C1_08,QK01_C1_01,2787.380578
COM01_C1_08,QK01_C1_04,2787.380578
COM01_C1_08,QK01_C1_08,2787.380578
COM01_C1_08,QK01_C1_12,2787.380578
COM01_C1_08,QK01_C1_13,2787.380578
COM01_C1_08,QK01_C1_14,2787.380578
COM01_C1_08,QK01_C1_ew,2787.380578
COM01_C1_08,SH01_C2_04,7858.366256
COM01_C1_08,SH01_C2_07,7858.366256
COM01_C1_08,SH01_C2_12,7858.366256
COM01_C1_08,SH01_C2_17,7858.366256
COM01_C1_08,SH01_C2_19,7858.366256
COM01_C1_08,SH01_ew01,7858.366256
COM01_C1_08,SI02_C1_02,7858.419459
COM01_C1_08,SI02_C1_05,7858.419459
COM01_C1_08,SI02_C1_08,7858.419459
COM01_C1_08,SI02_C1_12,7858.419459
COM01_C1_08,SI02_C1_19,7858.419459
COM01_C1_08,SI02_C1_23,7858.419459
COM01_C1_08,SI02_C1_ew01,7858.419459
COM01_C1_08,SM22_C1_01,5829.494408
COM01_C1_08,SM22_C1_06,5829.494408
COM01_C1_08,SM22_C1_09,5829.494408
COM01_C1_08,SM22_C1_14,5829.494408
COM01_C1_08,SM22_C1_16,5829.494408
COM01_C1_08,SM22_C1_ew,5829.494408
COM01_C1_08,SYNH02_C11_01,9868.104829
COM01_C1_08,SYNH02_C11_02,9868.104829
COM01_C1_08,SYNH02_C11_03,9868.104829
COM01_C1_08,SYNH02_C11_04,9868.104829
COM01_C1_08,SYNH02_C11_05,9868.104829
COM01_C1_08,SYNH02_C11_06,9868.104829
COM01_C1_08,SYNH02_C11_07,9868.104829
COM01_C1_08,SYNH02_C11_08,9868.104829
COM01_C1_08,SYNH02_C11_09,9868.104829
COM01_C1_08,SYNH02_C11_10,9868.104829
COM01_C1_08,SYNH02_C16_01,9868.104829
COM01_C1_08,SYNH02_C4_01,9868.104829
COM01_C1_08,SYNH02_C4_03,9868.104829
COM01_C1_08,SYNH02_C4_05,9868.104829
COM01_C1_08,SYNH02_C4_06,9868.104829
COM01_C1_08,SYNH02_C4_07,9868.104829
COM01_C1_08,SYNH02_C4_08,9868.104829
COM01_C1_08,SYNH02_C4_09,9868.104829
COM01_C1_08,SYNH02_C4_10,9868.104829
COM01_C1_08,SYNH02_C4_14,9868.104829
COM01_C1_08,SYNH02_C4_18,9868.104829
COM01_C1_08,SYNH02_C4_22,9868.104829
COM01_C1_08,SYNH02_ew,9868.104829
COM01_C1_08,TA01_C1_01,4545.717429
COM01_C1_08,TA01_C1_04,4545.717429
COM01_C1_08,TA01_C1_11,4545.717429
COM01_C1_08,TA01_C1_15,4545.717429
COM01_C1_08,TA01_C1_ew,4545.717429
COM01_C1_08,TA03_C1_ew,4545.717429
COM01_C1_11,COM01_C1_14,7.50E-05
COM01_C1_11,COM01_C1_15,9.75E-05
COM01_C1_11,COM01_C1_17,1.45E-04
COM01_C1_11,COM01_C1_18,1.73E-04
COM01_C1_11,COM01_ew1,0.0001875
COM01_C1_11,DSZ01_C1_01,5859.831483
COM01_C1_11,DSZ01_C1_02,5859.831483
COM01_C1_11,DSZ01_C1_03,5859.831483
COM01_C1_11,DSZ01_C1_06,5859.831483
COM01_C1_11,DSZ01_C1_08,5859.831483
COM01_C1_11,DSZ01_C1_10,5859.831483
COM01_C1_11,DSZ01_ew,5859.831483
COM01_C1_11,GG01_C1_0,3584.704964
COM01_C1_11,GG01_C1_02,3584.704964
COM01_C1_11,GG01_C1_06,3584.704964
COM01_C1_11,GG01_C1_13,3584.704964
COM01_C1_11,GG01_C1_19,3584.704964
COM01_C1_11,GJ01_C1_01,2785.104793
COM01_C1_11,GJ01_C1_05,2785.104793
COM01_C1_11,GJ01_C1_11,2785.104793
COM01_C1_11,GJ01_C1_15,2785.104793
COM01_C1_11,GJ01_C1_17,2785.104793
COM01_C1_11,GJ01_C1_18,2785.104793
COM01_C1_11,GJ01_C1_ew01,2785.104793
COM01_C1_11,LGH03_C4_01,9917.405935
COM01_C1_11,LGH03_C4_02,9917.405935
COM01_C1_11,LGH03_C4_03,9917.405935
COM01_C1_11,LGH03_C4_04,9917.405935
COM01_C1_11,LGH03_C4_06,9917.405935
COM01_C1_11,LGH03_C4_10,9917.405935
COM01_C1_11,LGH03_C4_14,9917.405935
COM01_C1_11,LGH03_C4_18,9917.405935
COM01_C1_11,LGH03_C4_30,9917.405935
COM01_C1_11,LGH03_C4_34,9917.405935
COM01_C1_11,LGH03_C4_40,9917.405935
COM01_C1_11,LGH03_C4_ew,9917.405935
COM01_C1_11,PA01_C1_01,110.4308501
COM01_C1_11,PA01_C1_05,110.4308501
COM01_C1_11,PA01_C1_09,110.4308501
COM01_C1_11,PA01_C1_12,110.4308501
COM01_C1_11,PA01_C1_13,110.4308501
COM01_C1_11,PA01_C1_15,110.4308501
COM01_C1_11,PA01_C1_16,110.4308501
COM01_C1_11,PA01_C1_18,110.4308501
COM01_C1_11,PA02_C1_01,110.4308501
COM01_C1_11,PA02_C1_04,110.4308501
COM01_C1_11,PA02_C1_07,110.4308501
COM01_C1_11,PA02_C1_11,110.4308501
COM01_C1_11,PA02_C1_14,110.4308501
COM01_C1_11,PA02_C1_16,110.4308501
COM01_C1_11,PA02_C1_ew,110.4308501
COM01_C1_11,QK01_C1_01,2787.380578
COM01_C1_11,QK01_C1_04,2787.380578
COM01_C1_11,QK01_C1_08,2787.380578
COM01_C1_11,QK01_C1_12,2787.380578
COM01_C1_11,QK01_C1_13,2787.380578
COM01_C1_11,QK01_C1_14,2787.380578
COM01_C1_11,QK01_C1_ew,2787.380578
COM01_C1_11,SH01_C2_04,7858.366256
COM01_C1_11,SH01_C2_07,7858.366256
COM01_C1_11,SH01_C2_12,7858.366256
COM01_C1_11,SH01_C2_17,7858.366256
COM01_C1_11,SH01_C2_19,7858.366256
COM01_C1_11,SH01_ew01,7858.366256
COM01_C1_11,SI02_C1_02,7858.419459
COM01_C1_11,SI02_C1_05,7858.419459
COM01_C1_11,SI02_C1_08,7858.419459
COM01_C1_11,SI02_C1_12,7858.419459
COM01_C1_11,SI02_C1_19,7858.419459
COM01_C1_11,SI02_C1_23,7858.419459
COM01_C1_11,SI02_C1_ew01,7858.419459
COM01_C1_11,SM22_C1_01,5829.494408
COM01_C1_11,SM22_C1_06,5829.494408
COM01_C1_11,SM22_C1_09,5829.494408
COM01_C1_11,SM22_C1_14,5829.494408
COM01_C1_11,SM22_C1_16,5829.494408
COM01_C1_11,SM22_C1_ew,5829.494408
COM01_C1_11,SYNH02_C11_01,9868.104829
COM01_C1_11,SYNH02_C11_02,9868.104829
COM01_C1_11,SYNH02_C11_03,9868.104829
COM01_C1_11,SYNH02_C11_04,9868.104829
COM01_C1_11,SYNH02_C11_05,9868.104829
COM01_C1_11,SYNH02_C11_06,9868.104829
COM01_C1_11,SYNH02_C11_07,9868.104829
COM01_C1_11,SYNH02_C11_08,9868.104829
COM01_C1_11,SYNH02_C11_09,9868.104829
COM01_C1_11,SYNH02_C11_10,9868.104829
COM01_C1_11,SYNH02_C16_01,9868.104829
COM01_C1_11,SYNH02_C4_01,9868.104829
COM01_C1_11,SYNH02_C4_03,9868.104829
COM01_C1_11,SYNH02_C4_05,9868.104829
COM01_C1_11,SYNH02_C4_06,9868.104829
COM01_C1_11,SYNH02_C4_07,9868.104829
COM01_C1_11,SYNH02_C4_08,9868.104829
COM01_C1_11,SYNH02_C4_09,9868.104829
COM01_C1_11,SYNH02_C4_10,9868.104829
COM01_C1_11,SYNH02_C4_14,9868.104829
COM01_C1_11,SYNH02_C4_18,9868.104829
COM01_C1_11,SYNH02_C4_22,9868.104829
COM01_C1_11,SYNH02_ew,9868.104829
COM01_C1_11,TA01_C1_01,4545.717429
COM01_C1_11,TA01_C1_04,4545.717429
COM01_C1_11,TA01_C1_11,4545.717429
COM01_C1_11,TA01_C1_15,4545.717429
COM01_C1_11,TA01_C1_ew,4545.717429
COM01_C1_11,TA03_C1_ew,4545.717429
COM01_C1_14,COM01_C1_15,2.25E-05
COM01_C1_14,COM01_C1_17,7.00E-05
COM01_C1_14,COM01_C1_18,9.75E-05
COM01_C1_14,COM01_ew1,0.0001125
COM01_C1_14,DSZ01_C1_01,5859.831483
COM01_C1_14,DSZ01_C1_02,5859.831483
COM01_C1_14,DSZ01_C1_03,5859.831483
COM01_C1_14,DSZ01_C1_06,5859.831483
COM01_C1_14,DSZ01_C1_08,5859.831483
COM01_C1_14,DSZ01_C1_10,5859.831483
COM01_C1_14,DSZ01_ew,5859.831483
COM01_C1_14,GG01_C1_0,3584.704964
COM01_C1_14,GG01_C1_02,3584.704964
COM01_C1_14,GG01_C1_06,3584.704964
COM01_C1_14,GG01_C1_13,3584.704964
COM01_C1_14,GG01_C1_19,3584.704964
COM01_C1_14,GJ01_C1_01,2785.104793
COM01_C1_14,GJ01_C1_05,2785.104793
COM01_C1_14,GJ01_C1_11,2785.104793
COM01_C1_14,GJ01_C1_15,2785.104793
COM01_C1_14,GJ01_C1_17,2785.104793
COM01_C1_14,GJ01_C1_18,2785.104793
COM01_C1_14,GJ01_C1_ew01,2785.104793
COM01_C1_14,LGH03_C4_01,9917.405935
COM01_C1_14,LGH03_C4_02,9917.405935
COM01_C1_14,LGH03_C4_03,9917.405935
COM01_C1_14,LGH03_C4_04,9917.405935
COM01_C1_14,LGH03_C4_06,9917.405935
COM01_C1_14,LGH03_C4_10,9917.405935
COM01_C1_14,LGH03_C4_14,9917.405935
COM01_C1_14,LGH03_C4_18,9917.405935
COM01_C1_14,LGH03_C4_30,9917.405935
COM01_C1_14,LGH03_C4_34,9917.405935
COM01_C1_14,LGH03_C4_40,9917.405935
COM01_C1_14,LGH03_C4_ew,9917.405935
COM01_C1_14,PA01_C1_01,110.4308501
COM01_C1_14,PA01_C1_05,110.4308501
COM01_C1_14,PA01_C1_09,110.4308501
COM01_C1_14,PA01_C1_12,110.4308501
COM01_C1_14,PA01_C1_13,110.4308501
COM01_C1_14,PA01_C1_15,110.4308501
COM01_C1_14,PA01_C1_16,110.4308501
COM01_C1_14,PA01_C1_18,110.4308501
COM01_C1_14,PA02_C1_01,110.4308501
COM01_C1_14,PA02_C1_04,110.4308501
COM01_C1_14,PA02_C1_07,110.4308501
COM01_C1_14,PA02_C1_11,110.4308501
COM01_C1_14,PA02_C1_14,110.4308501
COM01_C1_14,PA02_C1_16,110.4308501
COM01_C1_14,PA02_C1_ew,110.4308501
COM01_C1_14,QK01_C1_01,2787.380578
COM01_C1_14,QK01_C1_04,2787.380578
COM01_C1_14,QK01_C1_08,2787.380578
COM01_C1_14,QK01_C1_12,2787.380578
COM01_C1_14,QK01_C1_13,2787.380578
COM01_C1_14,QK01_C1_14,2787.380578
COM01_C1_14,QK01_C1_ew,2787.380578
COM01_C1_14,SH01_C2_04,7858.366256
COM01_C1_14,SH01_C2_07,7858.366256
